Participant #,Participant ID,Stimulus squence order,Stimulus type,Stimulus ID,L*,Preceding L*,Hue angle,Patch Chroma value,Eccentricity,Reported,Number of reported,Fixated,Number of fixation per path,Total number of fixations per stimulus,Order of first fixation on the path,Dwell time per patch,Total dwell time per stimulus
011,SK,176,H10LAll,H10LAll_All,All,All,10,2.05,8.5524,FALSE,4,FALSE,0,5,0,0,4.8878
011,SK,176,H10LAll,H10LAll_All,All,All,10,3.175,6.1547,FALSE,4,FALSE,0,5,0,0,4.8878
011,SK,176,H10LAll,H10LAll_All,All,All,10,3.55,5.4287,FALSE,4,FALSE,0,5,0,0,4.8878
011,SK,176,H10LAll,H10LAll_All,All,All,10,5.05,13.2204,FALSE,4,FALSE,0,5,0,0,4.8878
011,SK,176,H10LAll,H10LAll_All,All,All,10,6.175,12.053,TRUE,4,TRUE,1,5,3,112.04,4.8878
011,SK,176,H10LAll,H10LAll_All,All,All,10,6.925,2.0213,TRUE,4,TRUE,2,5,1,415.91,4.8878
011,SK,176,H10LAll,H10LAll_All,All,All,10,7.3,9.5724,TRUE,4,TRUE,1,5,4,68.03,4.8878
011,SK,176,H10LAll,H10LAll_All,All,All,10,9.175,6.0634,TRUE,4,TRUE,1,5,2,139.98,4.8878
011,SK,175,H10LAll,H10LAll_75,All,75,10,1.3,12.2466,FALSE,4,FALSE,0,6,0,0,5.7694
011,SK,175,H10LAll,H10LAll_75,All,75,10,1.675,6.4725,FALSE,4,FALSE,0,6,0,0,5.7694
011,SK,175,H10LAll,H10LAll_75,All,75,10,2.8,9.5474,FALSE,4,FALSE,0,6,0,0,5.7694
011,SK,175,H10LAll,H10LAll_75,All,75,10,3.925,7.7348,FALSE,4,FALSE,0,6,0,0,5.7694
011,SK,175,H10LAll,H10LAll_75,All,75,10,6.55,9.1796,TRUE,4,TRUE,1,6,4,215.88,5.7694
011,SK,175,H10LAll,H10LAll_75,All,75,10,8.05,6.3674,TRUE,4,TRUE,2,6,3,503.99,5.7694
011,SK,175,H10LAll,H10LAll_75,All,75,10,8.8,12.427,TRUE,4,TRUE,1,6,2,240,5.7694
011,SK,175,H10LAll,H10LAll_75,All,75,10,9.55,4.5665,TRUE,4,TRUE,2,6,1,415.78,5.7694
011,SK,89,H10LAll,H10LAll_75,All,75,10,2.425,9.9203,FALSE,6,FALSE,0,11,0,0,6.4157
011,SK,89,H10LAll,H10LAll_75,All,75,10,4.3,13.9525,FALSE,6,FALSE,0,11,0,0,6.4157
011,SK,89,H10LAll,H10LAll_75,All,75,10,4.675,11.881,TRUE,6,TRUE,1,11,3,220.03,6.4157
011,SK,89,H10LAll,H10LAll_75,All,75,10,5.425,7.8857,TRUE,6,TRUE,1,11,5,356.01,6.4157
011,SK,89,H10LAll,H10LAll_75,All,75,10,5.8,9.9074,TRUE,6,TRUE,1,11,4,356.01,6.4157
011,SK,89,H10LAll,H10LAll_75,All,75,10,7.675,11.7585,TRUE,6,TRUE,2,11,6,299.88,6.4157
011,SK,89,H10LAll,H10LAll_75,All,75,10,8.425,12.6936,TRUE,6,TRUE,1,11,2,287.88,6.4157
011,SK,89,H10LAll,H10LAll_75,All,75,10,9.925,7.294,TRUE,6,TRUE,5,11,1,755.95,6.4157
011,SK,193,H30LAll,H30LAll_All,All,All,30,1.3,6.0807,FALSE,3,FALSE,0,3,0,0,5.6319
011,SK,193,H30LAll,H30LAll_All,All,All,30,2.05,15.4899,FALSE,3,FALSE,0,3,0,0,5.6319
011,SK,193,H30LAll,H30LAll_All,All,All,30,2.425,11.7373,FALSE,3,FALSE,0,3,0,0,5.6319
011,SK,193,H30LAll,H30LAll_All,All,All,30,3.175,13.4187,FALSE,3,FALSE,0,3,0,0,5.6319
011,SK,193,H30LAll,H30LAll_All,All,All,30,3.925,9.6629,FALSE,3,FALSE,0,3,0,0,5.6319
011,SK,193,H30LAll,H30LAll_All,All,All,30,4.3,4.9962,TRUE,3,FALSE,0,3,0,0,5.6319
011,SK,193,H30LAll,H30LAll_All,All,All,30,8.8,15.2319,TRUE,3,TRUE,1,3,2,188.02,5.6319
011,SK,193,H30LAll,H30LAll_All,All,All,30,9.55,7.7127,TRUE,3,TRUE,2,3,1,496.01,5.6319
011,SK,56,H30LAll,H30LAll_50,All,50,30,2.8,13.2551,FALSE,6,FALSE,0,8,0,0,6.0389
011,SK,56,H30LAll,H30LAll_50,All,50,30,3.55,5.9183,FALSE,6,FALSE,0,8,0,0,6.0389
011,SK,56,H30LAll,H30LAll_50,All,50,30,4.675,10.2369,TRUE,6,TRUE,2,8,2,795.68,6.0389
011,SK,56,H30LAll,H30LAll_50,All,50,30,5.425,7.3625,TRUE,6,TRUE,2,8,3,1243.64,6.0389
011,SK,56,H30LAll,H30LAll_50,All,50,30,6.55,10.3574,TRUE,6,TRUE,2,8,4,195.97,6.0389
011,SK,56,H30LAll,H30LAll_50,All,50,30,7.3,11.6052,TRUE,6,FALSE,0,8,0,0,6.0389
011,SK,56,H30LAll,H30LAll_50,All,50,30,7.675,16.1979,TRUE,6,FALSE,0,8,0,0,6.0389
011,SK,56,H30LAll,H30LAll_50,All,50,30,8.05,10.3431,TRUE,6,TRUE,2,8,1,360.03,6.0389
011,SK,13,H30LAll,H30LAll_50,All,50,30,1.675,12.605,FALSE,6,FALSE,0,7,0,0,5.499
011,SK,13,H30LAll,H30LAll_50,All,50,30,5.05,5.4768,FALSE,6,TRUE,1,7,4,235.88,5.499
011,SK,13,H30LAll,H30LAll_50,All,50,30,5.8,14.2779,TRUE,6,TRUE,1,7,2,183.88,5.499
011,SK,13,H30LAll,H30LAll_50,All,50,30,6.175,11.4332,TRUE,6,FALSE,0,7,0,0,5.499
011,SK,13,H30LAll,H30LAll_50,All,50,30,6.925,6.4051,TRUE,6,TRUE,4,7,3,1219.8,5.499
011,SK,13,H30LAll,H30LAll_50,All,50,30,8.425,13.019,TRUE,6,FALSE,0,7,0,0,5.499
011,SK,13,H30LAll,H30LAll_50,All,50,30,9.175,14.595,TRUE,6,FALSE,0,7,0,0,5.499
011,SK,13,H30LAll,H30LAll_50,All,50,30,9.925,10.8029,TRUE,6,TRUE,1,7,1,191.89,5.499
011,SK,25,H50LAll,H50LAll_All,All,All,50,1.675,12.5709,FALSE,3,FALSE,0,6,0,0,4.3436
011,SK,25,H50LAll,H50LAll_All,All,All,50,2.05,1.6338,FALSE,3,FALSE,0,6,0,0,4.3436
011,SK,25,H50LAll,H50LAll_All,All,All,50,2.425,10.4442,FALSE,3,TRUE,1,6,2,427.88,4.3436
011,SK,25,H50LAll,H50LAll_All,All,All,50,4.3,10.6057,FALSE,3,FALSE,0,6,0,0,4.3436
011,SK,25,H50LAll,H50LAll_All,All,All,50,5.05,6.6565,FALSE,3,FALSE,0,6,0,0,4.3436
011,SK,25,H50LAll,H50LAll_All,All,All,50,6.55,7.8044,TRUE,3,TRUE,1,6,4,400.01,4.3436
011,SK,25,H50LAll,H50LAll_All,All,All,50,7.675,6.6875,TRUE,3,TRUE,3,6,1,664.05,4.3436
011,SK,25,H50LAll,H50LAll_All,All,All,50,9.55,13.9324,TRUE,3,TRUE,1,6,3,120.05,4.3436
011,SK,199,H50LAll,H50LAll_All,All,All,50,3.55,14.175,FALSE,7,FALSE,0,3,0,0,7.233
011,SK,199,H50LAll,H50LAll_All,All,All,50,5.425,12.8669,TRUE,7,TRUE,1,3,1,264,7.233
011,SK,199,H50LAll,H50LAll_All,All,All,50,5.8,6.65,TRUE,7,FALSE,0,3,0,0,7.233
011,SK,199,H50LAll,H50LAll_All,All,All,50,6.175,12.1688,TRUE,7,TRUE,1,3,2,343.88,7.233
011,SK,199,H50LAll,H50LAll_All,All,All,50,6.925,10.7256,TRUE,7,FALSE,0,3,0,0,7.233
011,SK,199,H50LAll,H50LAll_All,All,All,50,7.3,7.2263,TRUE,7,FALSE,0,3,0,0,7.233
011,SK,199,H50LAll,H50LAll_All,All,All,50,8.425,6.1924,TRUE,7,FALSE,0,3,0,0,7.233
011,SK,199,H50LAll,H50LAll_All,All,All,50,9.175,12.9684,TRUE,7,TRUE,1,3,3,283.88,7.233
011,SK,53,H50LAll,H50LAll_50,All,50,50,1.3,12.8039,FALSE,4,FALSE,0,4,0,0,4.145
011,SK,53,H50LAll,H50LAll_50,All,50,50,2.8,12.1832,FALSE,4,FALSE,0,4,0,0,4.145
011,SK,53,H50LAll,H50LAll_50,All,50,50,3.175,12.2335,FALSE,4,FALSE,0,4,0,0,4.145
011,SK,53,H50LAll,H50LAll_50,All,50,50,3.925,8.161,FALSE,4,FALSE,0,4,0,0,4.145
011,SK,53,H50LAll,H50LAll_50,All,50,50,4.675,6.6479,TRUE,4,FALSE,0,4,0,0,4.145
011,SK,53,H50LAll,H50LAll_50,All,50,50,8.05,12.4539,TRUE,4,TRUE,1,4,2,212.01,4.145
011,SK,53,H50LAll,H50LAll_50,All,50,50,8.8,7.875,TRUE,4,TRUE,1,4,3,139.99,4.145
011,SK,53,H50LAll,H50LAll_50,All,50,50,9.925,8.9137,TRUE,4,TRUE,2,4,1,408.08,4.145
011,SK,196,H70LAll,H70LAll_25,All,25,70,2.05,16.3661,FALSE,4,FALSE,0,10,0,0,6.1436
011,SK,196,H70LAll,H70LAll_25,All,25,70,2.425,4.1767,FALSE,4,FALSE,0,10,0,0,6.1436
011,SK,196,H70LAll,H70LAll_25,All,25,70,3.925,2.7914,FALSE,4,TRUE,1,10,1,339.88,6.1436
011,SK,196,H70LAll,H70LAll_25,All,25,70,4.675,11.2879,FALSE,4,TRUE,3,10,4,999.72,6.1436
011,SK,196,H70LAll,H70LAll_25,All,25,70,6.175,9.0039,TRUE,4,TRUE,4,10,3,447.72,6.1436
011,SK,196,H70LAll,H70LAll_25,All,25,70,6.55,14.1455,TRUE,4,FALSE,0,10,0,0,6.1436
011,SK,196,H70LAll,H70LAll_25,All,25,70,8.8,13.8223,TRUE,4,FALSE,0,10,0,0,6.1436
011,SK,196,H70LAll,H70LAll_25,All,25,70,9.55,13.5039,TRUE,4,TRUE,2,10,2,171.9,6.1436
011,SK,76,H70LAll,H70LAll_75,All,75,70,3.175,9.1108,FALSE,5,FALSE,0,4,0,0,4.2592
011,SK,76,H70LAll,H70LAll_75,All,75,70,3.55,12.7677,FALSE,5,FALSE,0,4,0,0,4.2592
011,SK,76,H70LAll,H70LAll_75,All,75,70,5.05,12.8853,FALSE,5,FALSE,0,4,0,0,4.2592
011,SK,76,H70LAll,H70LAll_75,All,75,70,5.425,4.1637,TRUE,5,TRUE,1,4,2,439.88,4.2592
011,SK,76,H70LAll,H70LAll_75,All,75,70,6.925,14.641,TRUE,5,FALSE,0,4,0,0,4.2592
011,SK,76,H70LAll,H70LAll_75,All,75,70,7.3,5.1774,TRUE,5,FALSE,0,4,0,0,4.2592
011,SK,76,H70LAll,H70LAll_75,All,75,70,9.175,3.3015,TRUE,5,TRUE,3,4,1,727.78,4.2592
011,SK,76,H70LAll,H70LAll_75,All,75,70,9.925,4.24,TRUE,5,FALSE,0,4,0,0,4.2592
011,SK,24,H70LAll,H70LAll_75,All,75,70,1.3,1.5694,FALSE,3,TRUE,1,3,1,216.02,2.7454
011,SK,24,H70LAll,H70LAll_75,All,75,70,1.675,5.3926,FALSE,3,FALSE,0,3,0,0,2.7454
011,SK,24,H70LAll,H70LAll_75,All,75,70,2.8,11.2643,FALSE,3,FALSE,0,3,0,0,2.7454
011,SK,24,H70LAll,H70LAll_75,All,75,70,4.3,8.5966,FALSE,3,FALSE,0,3,0,0,2.7454
011,SK,24,H70LAll,H70LAll_75,All,75,70,5.8,11.6103,FALSE,3,FALSE,0,3,0,0,2.7454
011,SK,24,H70LAll,H70LAll_75,All,75,70,7.675,10.0125,TRUE,3,FALSE,0,3,0,0,2.7454
011,SK,24,H70LAll,H70LAll_75,All,75,70,8.05,10.2686,TRUE,3,TRUE,1,3,2,340,2.7454
011,SK,24,H70LAll,H70LAll_75,All,75,70,8.425,11.6023,TRUE,3,TRUE,1,3,3,204,2.7454
011,SK,136,H90LAll,H90LAll_25,All,25,90,1.3,2.0372,FALSE,5,FALSE,0,13,0,0,5.9139
011,SK,136,H90LAll,H90LAll_25,All,25,90,2.425,10.6149,FALSE,5,FALSE,0,13,0,0,5.9139
011,SK,136,H90LAll,H90LAll_25,All,25,90,5.05,12.4992,FALSE,5,TRUE,1,13,4,263.88,5.9139
011,SK,136,H90LAll,H90LAll_25,All,25,90,5.425,4.4724,TRUE,5,FALSE,0,13,0,0,5.9139
011,SK,136,H90LAll,H90LAll_25,All,25,90,6.925,15.5544,TRUE,5,TRUE,2,13,3,343.88,5.9139
011,SK,136,H90LAll,H90LAll_25,All,25,90,8.425,11.445,TRUE,5,FALSE,0,13,0,0,5.9139
011,SK,136,H90LAll,H90LAll_25,All,25,90,9.175,11.5879,TRUE,5,TRUE,2,13,2,415.94,5.9139
011,SK,136,H90LAll,H90LAll_25,All,25,90,9.925,7.636,TRUE,5,TRUE,8,13,1,1303.77,5.9139
011,SK,47,H90LAll,H90LAll_75,All,75,90,1.675,3.1777,FALSE,1,TRUE,2,9,1,527.84,6.3377
011,SK,47,H90LAll,H90LAll_75,All,75,90,2.8,9.9826,FALSE,1,TRUE,2,9,4,288,6.3377
011,SK,47,H90LAll,H90LAll_75,All,75,90,3.55,5.5306,FALSE,1,FALSE,0,9,0,0,6.3377
011,SK,47,H90LAll,H90LAll_75,All,75,90,3.925,10.2671,FALSE,1,FALSE,0,9,0,0,6.3377
011,SK,47,H90LAll,H90LAll_75,All,75,90,5.8,12.1501,FALSE,1,FALSE,0,9,0,0,6.3377
011,SK,47,H90LAll,H90LAll_75,All,75,90,6.55,10.8114,FALSE,1,TRUE,2,9,3,224,6.3377
011,SK,47,H90LAll,H90LAll_75,All,75,90,7.3,12.6498,FALSE,1,FALSE,0,9,0,0,6.3377
011,SK,47,H90LAll,H90LAll_75,All,75,90,9.55,11.604,TRUE,1,TRUE,3,9,2,903.73,6.3377
011,SK,43,H90LAll,H90LAll_25,All,25,90,2.05,7.3895,FALSE,3,FALSE,0,3,0,0,4.5449
011,SK,43,H90LAll,H90LAll_25,All,25,90,3.175,13.6994,FALSE,3,FALSE,0,3,0,0,4.5449
011,SK,43,H90LAll,H90LAll_25,All,25,90,4.3,8.8894,FALSE,3,FALSE,0,3,0,0,4.5449
011,SK,43,H90LAll,H90LAll_25,All,25,90,4.675,7.1721,FALSE,3,FALSE,0,3,0,0,4.5449
011,SK,43,H90LAll,H90LAll_25,All,25,90,6.175,12.5749,FALSE,3,FALSE,0,3,0,0,4.5449
011,SK,43,H90LAll,H90LAll_25,All,25,90,7.675,11.1099,TRUE,3,FALSE,0,3,0,0,4.5449
011,SK,43,H90LAll,H90LAll_25,All,25,90,8.05,11.018,TRUE,3,TRUE,2,3,2,232,4.5449
011,SK,43,H90LAll,H90LAll_25,All,25,90,8.8,3.1171,TRUE,3,TRUE,1,3,1,323.92,4.5449
011,SK,20,H110LAll,H110LAll_50,All,50,110,1.675,11.0968,FALSE,2,FALSE,0,3,0,0,2.9825
011,SK,20,H110LAll,H110LAll_50,All,50,110,2.8,6.1426,FALSE,2,FALSE,0,3,0,0,2.9825
011,SK,20,H110LAll,H110LAll_50,All,50,110,4.3,8.3139,FALSE,2,FALSE,0,3,0,0,2.9825
011,SK,20,H110LAll,H110LAll_50,All,50,110,5.425,3.9955,FALSE,2,TRUE,1,3,2,311.98,2.9825
011,SK,20,H110LAll,H110LAll_50,All,50,110,6.175,4.6531,FALSE,2,FALSE,0,3,0,0,2.9825
011,SK,20,H110LAll,H110LAll_50,All,50,110,7.3,11.3647,FALSE,2,FALSE,0,3,0,0,2.9825
011,SK,20,H110LAll,H110LAll_50,All,50,110,8.425,10.9778,TRUE,2,TRUE,2,3,1,459.98,2.9825
011,SK,20,H110LAll,H110LAll_50,All,50,110,9.175,2.2375,TRUE,2,FALSE,0,3,0,0,2.9825
011,SK,57,H110LAll,H110LAll_All,All,All,110,2.05,12.2308,FALSE,3,FALSE,0,3,0,0,4.3015
011,SK,57,H110LAll,H110LAll_All,All,All,110,2.425,9.9212,FALSE,3,TRUE,1,3,3,103.95,4.3015
011,SK,57,H110LAll,H110LAll_All,All,All,110,3.925,7.6592,FALSE,3,FALSE,0,3,0,0,4.3015
011,SK,57,H110LAll,H110LAll_All,All,All,110,4.675,8.3155,FALSE,3,FALSE,0,3,0,0,4.3015
011,SK,57,H110LAll,H110LAll_All,All,All,110,6.55,6.855,FALSE,3,TRUE,1,3,2,379.88,4.3015
011,SK,57,H110LAll,H110LAll_All,All,All,110,7.675,11.3734,TRUE,3,FALSE,0,3,0,0,4.3015
011,SK,57,H110LAll,H110LAll_All,All,All,110,8.8,11.4694,TRUE,3,TRUE,1,3,1,220.04,4.3015
011,SK,57,H110LAll,H110LAll_All,All,All,110,9.55,7.3703,TRUE,3,FALSE,0,3,0,0,4.3015
011,SK,54,H110LAll,H110LAll_All,All,All,110,1.3,5.5708,FALSE,3,TRUE,2,10,4,279.87,4.6398
011,SK,54,H110LAll,H110LAll_All,All,All,110,3.175,7.6448,FALSE,3,FALSE,0,10,0,0,4.6398
011,SK,54,H110LAll,H110LAll_All,All,All,110,3.55,12.675,FALSE,3,FALSE,0,10,0,0,4.6398
011,SK,54,H110LAll,H110LAll_All,All,All,110,5.05,11.8206,FALSE,3,FALSE,0,10,0,0,4.6398
011,SK,54,H110LAll,H110LAll_All,All,All,110,5.8,9.2345,FALSE,3,TRUE,2,10,3,371.87,4.6398
011,SK,54,H110LAll,H110LAll_All,All,All,110,6.925,9.9405,TRUE,3,TRUE,2,10,2,475.9,4.6398
011,SK,54,H110LAll,H110LAll_All,All,All,110,8.05,4.1441,TRUE,3,TRUE,1,10,5,707.86,4.6398
011,SK,54,H110LAll,H110LAll_All,All,All,110,9.925,4.5817,TRUE,3,TRUE,3,10,1,763.87,4.6398
011,SK,66,H130LAll,H130LAll_50,All,50,130,1.3,8.359,FALSE,2,FALSE,0,2,0,0,3.3144
011,SK,66,H130LAll,H130LAll_50,All,50,130,3.55,11.569,FALSE,2,FALSE,0,2,0,0,3.3144
011,SK,66,H130LAll,H130LAll_50,All,50,130,3.925,8.3828,FALSE,2,FALSE,0,2,0,0,3.3144
011,SK,66,H130LAll,H130LAll_50,All,50,130,4.3,12.9698,FALSE,2,FALSE,0,2,0,0,3.3144
011,SK,66,H130LAll,H130LAll_50,All,50,130,4.675,6.6399,FALSE,2,FALSE,0,2,0,0,3.3144
011,SK,66,H130LAll,H130LAll_50,All,50,130,8.05,13.9166,FALSE,2,FALSE,0,2,0,0,3.3144
011,SK,66,H130LAll,H130LAll_50,All,50,130,8.425,8.3526,TRUE,2,TRUE,1,2,1,260.01,3.3144
011,SK,66,H130LAll,H130LAll_50,All,50,130,9.55,12.7201,TRUE,2,TRUE,1,2,2,192.02,3.3144
011,SK,132,H130LAll,H130LAll_50,All,50,130,1.675,9.8451,FALSE,3,FALSE,0,5,0,0,5.2241
011,SK,132,H130LAll,H130LAll_50,All,50,130,2.425,7.6712,FALSE,3,FALSE,0,5,0,0,5.2241
011,SK,132,H130LAll,H130LAll_50,All,50,130,2.8,9.4752,FALSE,3,FALSE,0,5,0,0,5.2241
011,SK,132,H130LAll,H130LAll_50,All,50,130,5.8,10.0751,FALSE,3,FALSE,0,5,0,0,5.2241
011,SK,132,H130LAll,H130LAll_50,All,50,130,6.55,5.8355,FALSE,3,TRUE,1,5,3,331.86,5.2241
011,SK,132,H130LAll,H130LAll_50,All,50,130,6.925,10.534,TRUE,3,TRUE,2,5,2,420.05,5.2241
011,SK,132,H130LAll,H130LAll_50,All,50,130,7.675,4.712,TRUE,3,TRUE,2,5,1,287.98,5.2241
011,SK,132,H130LAll,H130LAll_50,All,50,130,9.925,13.1396,TRUE,3,FALSE,0,5,0,0,5.2241
011,SK,91,H130LAll,H130LAll_50,All,50,130,2.05,15.1456,FALSE,3,FALSE,0,8,0,0,5.5621
011,SK,91,H130LAll,H130LAll_50,All,50,130,3.175,7.3978,FALSE,3,FALSE,0,8,0,0,5.5621
011,SK,91,H130LAll,H130LAll_50,All,50,130,5.05,12.5268,FALSE,3,TRUE,2,8,3,707.99,5.5621
011,SK,91,H130LAll,H130LAll_50,All,50,130,5.425,12.597,FALSE,3,FALSE,0,8,0,0,5.5621
011,SK,91,H130LAll,H130LAll_50,All,50,130,6.175,15.37,FALSE,3,TRUE,1,8,4,207.94,5.5621
011,SK,91,H130LAll,H130LAll_50,All,50,130,7.3,3.1656,TRUE,3,TRUE,3,8,1,843.8,5.5621
011,SK,91,H130LAll,H130LAll_50,All,50,130,8.8,11.1561,TRUE,3,FALSE,0,8,0,0,5.5621
011,SK,91,H130LAll,H130LAll_50,All,50,130,9.175,8.4788,TRUE,3,TRUE,2,8,2,151.99,5.5621
011,SK,118,H150LAll,H150LAll_25,All,25,150,1.675,12.1369,FALSE,3,FALSE,0,8,0,0,6.1363
011,SK,118,H150LAll,H150LAll_25,All,25,150,2.05,6.435,FALSE,3,FALSE,0,8,0,0,6.1363
011,SK,118,H150LAll,H150LAll_25,All,25,150,2.425,8.4933,FALSE,3,FALSE,0,8,0,0,6.1363
011,SK,118,H150LAll,H150LAll_25,All,25,150,3.55,2.0543,FALSE,3,TRUE,1,8,1,216,6.1363
011,SK,118,H150LAll,H150LAll_25,All,25,150,5.425,9.6101,FALSE,3,TRUE,3,8,2,655.97,6.1363
011,SK,118,H150LAll,H150LAll_25,All,25,150,6.55,14.5858,TRUE,3,FALSE,0,8,0,0,6.1363
011,SK,118,H150LAll,H150LAll_25,All,25,150,8.05,4.1497,TRUE,3,TRUE,2,8,3,259.87,6.1363
011,SK,118,H150LAll,H150LAll_25,All,25,150,9.925,12.001,TRUE,3,TRUE,2,8,4,352,6.1363
011,SK,103,H150LAll,H150LAll_75,All,75,150,3.925,8.1003,FALSE,7,TRUE,1,10,6,372.01,8.8519
011,SK,103,H150LAll,H150LAll_75,All,75,150,4.3,3.2728,TRUE,7,TRUE,2,10,3,411.88,8.8519
011,SK,103,H150LAll,H150LAll_75,All,75,150,4.675,11.5071,TRUE,7,FALSE,0,10,0,0,8.8519
011,SK,103,H150LAll,H150LAll_75,All,75,150,5.8,10.6612,TRUE,7,TRUE,1,10,5,475.89,8.8519
011,SK,103,H150LAll,H150LAll_75,All,75,150,6.925,8.8111,TRUE,7,TRUE,4,10,2,599.9,8.8519
011,SK,103,H150LAll,H150LAll_75,All,75,150,8.8,13.7941,TRUE,7,TRUE,1,10,1,124,8.8519
011,SK,103,H150LAll,H150LAll_75,All,75,150,9.175,13.4531,TRUE,7,FALSE,0,10,0,0,8.8519
011,SK,103,H150LAll,H150LAll_75,All,75,150,9.55,11.984,TRUE,7,TRUE,1,10,4,191.88,8.8519
011,SK,9,H150LAll,H150LAll_50,All,50,150,1.3,10.2621,FALSE,0,FALSE,0,1,0,0,3.6581
011,SK,9,H150LAll,H150LAll_50,All,50,150,2.8,4.8003,FALSE,0,FALSE,0,1,0,0,3.6581
011,SK,9,H150LAll,H150LAll_50,All,50,150,3.175,8.7625,FALSE,0,FALSE,0,1,0,0,3.6581
011,SK,9,H150LAll,H150LAll_50,All,50,150,5.05,10.6917,FALSE,0,TRUE,1,1,1,135.88,3.6581
011,SK,9,H150LAll,H150LAll_50,All,50,150,6.175,14.4854,FALSE,0,FALSE,0,1,0,0,3.6581
011,SK,9,H150LAll,H150LAll_50,All,50,150,7.3,9.2481,FALSE,0,FALSE,0,1,0,0,3.6581
011,SK,9,H150LAll,H150LAll_50,All,50,150,7.675,12.0625,FALSE,0,FALSE,0,1,0,0,3.6581
011,SK,9,H150LAll,H150LAll_50,All,50,150,8.425,9.9734,FALSE,0,FALSE,0,1,0,0,3.6581
011,SK,209,H170LAll,H170LAll_All,All,All,170,1.675,11.3613,FALSE,3,FALSE,0,4,0,0,5.7956
011,SK,209,H170LAll,H170LAll_All,All,All,170,2.425,12.9293,FALSE,3,FALSE,0,4,0,0,5.7956
011,SK,209,H170LAll,H170LAll_All,All,All,170,3.175,12.2274,FALSE,3,FALSE,0,4,0,0,5.7956
011,SK,209,H170LAll,H170LAll_All,All,All,170,4.3,12.9225,FALSE,3,FALSE,0,4,0,0,5.7956
011,SK,209,H170LAll,H170LAll_All,All,All,170,6.925,8.9659,FALSE,3,TRUE,2,4,1,244,5.7956
011,SK,209,H170LAll,H170LAll_All,All,All,170,7.675,6.8685,TRUE,3,TRUE,1,4,3,340.01,5.7956
011,SK,209,H170LAll,H170LAll_All,All,All,170,9.175,2.4548,TRUE,3,TRUE,1,4,2,567.91,5.7956
011,SK,209,H170LAll,H170LAll_All,All,All,170,9.55,11.6273,TRUE,3,FALSE,0,4,0,0,5.7956
011,SK,79,H170LAll,H170LAll_75,All,75,170,1.3,8.1163,FALSE,6,FALSE,0,19,0,0,9.0343
011,SK,79,H170LAll,H170LAll_75,All,75,170,2.05,11.7228,FALSE,6,TRUE,6,19,5,715.72,9.0343
011,SK,79,H170LAll,H170LAll_75,All,75,170,2.8,7.4941,TRUE,6,TRUE,3,19,2,847.75,9.0343
011,SK,79,H170LAll,H170LAll_75,All,75,170,6.175,11.0138,TRUE,6,TRUE,1,19,7,172.01,9.0343
011,SK,79,H170LAll,H170LAll_75,All,75,170,6.55,3.9022,TRUE,6,TRUE,3,19,6,1027.79,9.0343
011,SK,79,H170LAll,H170LAll_75,All,75,170,8.05,4.9501,TRUE,6,TRUE,3,19,3,975.74,9.0343
011,SK,79,H170LAll,H170LAll_75,All,75,170,8.425,6.6772,TRUE,6,TRUE,2,19,1,464.02,9.0343
011,SK,79,H170LAll,H170LAll_75,All,75,170,9.925,13.4991,TRUE,6,TRUE,1,19,4,344.01,9.0343
011,SK,192,H170LAll,H170LAll_All,All,All,170,3.55,15.7146,FALSE,2,FALSE,0,12,0,0,8.8847
011,SK,192,H170LAll,H170LAll_All,All,All,170,3.925,12.3203,FALSE,2,TRUE,1,12,4,247.98,8.8847
011,SK,192,H170LAll,H170LAll_All,All,All,170,4.675,10.9265,FALSE,2,FALSE,0,12,0,0,8.8847
011,SK,192,H170LAll,H170LAll_All,All,All,170,5.05,9.017,FALSE,2,FALSE,0,12,0,0,8.8847
011,SK,192,H170LAll,H170LAll_All,All,All,170,5.425,10.5931,FALSE,2,FALSE,0,12,0,0,8.8847
011,SK,192,H170LAll,H170LAll_All,All,All,170,5.8,4.4449,FALSE,2,TRUE,2,12,1,576.01,8.8847
011,SK,192,H170LAll,H170LAll_All,All,All,170,7.3,7.2014,TRUE,2,TRUE,8,12,2,1527.75,8.8847
011,SK,192,H170LAll,H170LAll_All,All,All,170,8.8,11.6338,TRUE,2,TRUE,1,12,3,164,8.8847
011,SK,214,H190LAll,H190LAll_25,All,25,190,1.3,11.075,FALSE,5,FALSE,0,6,0,0,5.637
011,SK,214,H190LAll,H190LAll_25,All,25,190,2.8,5.0433,FALSE,5,TRUE,2,6,4,244,5.637
011,SK,214,H190LAll,H190LAll_25,All,25,190,4.3,5.1823,FALSE,5,FALSE,0,6,0,0,5.637
011,SK,214,H190LAll,H190LAll_25,All,25,190,4.675,11.614,TRUE,5,FALSE,0,6,0,0,5.637
011,SK,214,H190LAll,H190LAll_25,All,25,190,7.675,8.0097,TRUE,5,TRUE,1,6,2,88,5.637
011,SK,214,H190LAll,H190LAll_25,All,25,190,8.05,12.5482,TRUE,5,TRUE,2,6,3,207.97,5.637
011,SK,214,H190LAll,H190LAll_25,All,25,190,9.55,7.6563,TRUE,5,TRUE,1,6,1,292.01,5.637
011,SK,214,H190LAll,H190LAll_25,All,25,190,9.925,12.149,TRUE,5,FALSE,0,6,0,0,5.637
011,SK,182,H190LAll,H190LAll_25,All,25,190,2.05,4.3969,FALSE,3,FALSE,0,7,0,0,9.0243
