Participant #,Participant ID,Stimulus squence order,Stimulus type,Stimulus ID,L*,Preceding L*,Hue angle,Patch Chroma value,Eccentricity,Reported,Number of reported,Fixated,Number of fixation per path,Total number of fixations per stimulus,Order of first fixation on the path,Dwell time per patch,Total dwell time per stimulus
014,YB,113,H350L75,H350L75_25,75,25,350,6.175,15.7355,TRUE,6,TRUE,5,14,2,1159.9,26.0906
014,YB,113,H350L75,H350L75_25,75,25,350,6.55,8.9266,TRUE,6,TRUE,1,14,6,71.9,26.0906
014,YB,113,H350L75,H350L75_25,75,25,350,7.675,12.948,TRUE,6,TRUE,2,14,5,164.1,26.0906
014,YB,113,H350L75,H350L75_25,75,25,350,9.55,11.3797,TRUE,6,TRUE,1,14,7,116,26.0906
014,YB,46,H350L75,H350L75_25,75,25,350,2.425,8.841,FALSE,6,FALSE,0,0,0,0,15.5888
014,YB,46,H350L75,H350L75_25,75,25,350,3.925,11.1645,FALSE,6,FALSE,0,0,0,0,15.5888
014,YB,46,H350L75,H350L75_25,75,25,350,5.05,0.56741,TRUE,6,FALSE,0,0,0,0,15.5888
014,YB,46,H350L75,H350L75_25,75,25,350,5.425,5.2845,TRUE,6,FALSE,0,0,0,0,15.5888
014,YB,46,H350L75,H350L75_25,75,25,350,7.3,11.5128,TRUE,6,FALSE,0,0,0,0,15.5888
014,YB,46,H350L75,H350L75_25,75,25,350,8.05,4.0858,TRUE,6,FALSE,0,0,0,0,15.5888
014,YB,46,H350L75,H350L75_25,75,25,350,9.175,7.0955,TRUE,6,FALSE,0,0,0,0,15.5888
014,YB,46,H350L75,H350L75_25,75,25,350,9.925,12.5331,TRUE,6,FALSE,0,0,0,0,15.5888
015,SH,176,H10LAll,H10LAll_All,All,All,10,2.05,9.2012,FALSE,5,FALSE,0,0,0,0,5.0745
015,SH,176,H10LAll,H10LAll_All,All,All,10,2.425,8.1267,FALSE,5,FALSE,0,0,0,0,5.0745
015,SH,176,H10LAll,H10LAll_All,All,All,10,4.3,1.7803,FALSE,5,FALSE,0,0,0,0,5.0745
015,SH,176,H10LAll,H10LAll_All,All,All,10,6.175,9.4535,TRUE,5,FALSE,0,0,0,0,5.0745
015,SH,176,H10LAll,H10LAll_All,All,All,10,6.925,9.39,TRUE,5,FALSE,0,0,0,0,5.0745
015,SH,176,H10LAll,H10LAll_All,All,All,10,7.3,15.38,TRUE,5,FALSE,0,0,0,0,5.0745
015,SH,176,H10LAll,H10LAll_All,All,All,10,8.425,9.856,TRUE,5,FALSE,0,0,0,0,5.0745
015,SH,176,H10LAll,H10LAll_All,All,All,10,9.55,4.1944,TRUE,5,FALSE,0,0,0,0,5.0745
015,SH,175,H10LAll,H10LAll_75,All,75,10,2.8,8.9148,FALSE,5,FALSE,0,0,0,0,5.1303
015,SH,175,H10LAll,H10LAll_75,All,75,10,3.175,5.3586,FALSE,5,FALSE,0,0,0,0,5.1303
015,SH,175,H10LAll,H10LAll_75,All,75,10,3.55,7.7465,FALSE,5,FALSE,0,0,0,0,5.1303
015,SH,175,H10LAll,H10LAll_75,All,75,10,5.05,8.5018,TRUE,5,FALSE,0,0,0,0,5.1303
015,SH,175,H10LAll,H10LAll_75,All,75,10,5.425,7.1078,TRUE,5,FALSE,0,0,0,0,5.1303
015,SH,175,H10LAll,H10LAll_75,All,75,10,8.05,10.5962,TRUE,5,FALSE,0,0,0,0,5.1303
015,SH,175,H10LAll,H10LAll_75,All,75,10,8.8,10.0133,TRUE,5,FALSE,0,0,0,0,5.1303
015,SH,175,H10LAll,H10LAll_75,All,75,10,9.925,12.7393,TRUE,5,FALSE,0,0,0,0,5.1303
015,SH,89,H10LAll,H10LAll_75,All,75,10,1.3,15.4692,FALSE,4,FALSE,0,0,0,0,4.3612
015,SH,89,H10LAll,H10LAll_75,All,75,10,1.675,13.2268,FALSE,4,FALSE,0,0,0,0,4.3612
015,SH,89,H10LAll,H10LAll_75,All,75,10,3.925,14.3458,FALSE,4,FALSE,0,0,0,0,4.3612
015,SH,89,H10LAll,H10LAll_75,All,75,10,4.675,5.0647,FALSE,4,FALSE,0,0,0,0,4.3612
015,SH,89,H10LAll,H10LAll_75,All,75,10,5.8,11.5649,TRUE,4,FALSE,0,0,0,0,4.3612
015,SH,89,H10LAll,H10LAll_75,All,75,10,6.55,9.984,TRUE,4,FALSE,0,0,0,0,4.3612
015,SH,89,H10LAll,H10LAll_75,All,75,10,7.675,7.3222,TRUE,4,FALSE,0,0,0,0,4.3612
015,SH,89,H10LAll,H10LAll_75,All,75,10,9.175,3.8504,TRUE,4,FALSE,0,0,0,0,4.3612
015,SH,193,H30LAll,H30LAll_All,All,All,30,2.425,8.9867,FALSE,5,FALSE,0,2,0,0,5.1614
015,SH,193,H30LAll,H30LAll_All,All,All,30,3.175,4.7215,FALSE,5,FALSE,0,2,0,0,5.1614
015,SH,193,H30LAll,H30LAll_All,All,All,30,3.925,6.9966,FALSE,5,TRUE,1,2,1,159.9,5.1614
015,SH,193,H30LAll,H30LAll_All,All,All,30,5.05,6.0377,TRUE,5,FALSE,0,2,0,0,5.1614
015,SH,193,H30LAll,H30LAll_All,All,All,30,5.8,8.7759,TRUE,5,FALSE,0,2,0,0,5.1614
015,SH,193,H30LAll,H30LAll_All,All,All,30,6.55,4.4658,TRUE,5,FALSE,0,2,0,0,5.1614
015,SH,193,H30LAll,H30LAll_All,All,All,30,9.175,11.1026,TRUE,5,TRUE,1,2,2,124,5.1614
015,SH,193,H30LAll,H30LAll_All,All,All,30,9.925,9.9411,TRUE,5,FALSE,0,2,0,0,5.1614
015,SH,56,H30LAll,H30LAll_50,All,50,30,1.3,11.4148,FALSE,3,FALSE,0,1,0,0,8.743
015,SH,56,H30LAll,H30LAll_50,All,50,30,2.05,14.5395,FALSE,3,FALSE,0,1,0,0,8.743
015,SH,56,H30LAll,H30LAll_50,All,50,30,2.8,15.4332,FALSE,3,TRUE,1,1,1,363.9,8.743
015,SH,56,H30LAll,H30LAll_50,All,50,30,3.55,9.9555,FALSE,3,FALSE,0,1,0,0,8.743
015,SH,56,H30LAll,H30LAll_50,All,50,30,4.3,12.376,FALSE,3,FALSE,0,1,0,0,8.743
015,SH,56,H30LAll,H30LAll_50,All,50,30,4.675,7.919,TRUE,3,FALSE,0,1,0,0,8.743
015,SH,56,H30LAll,H30LAll_50,All,50,30,6.175,6.1975,TRUE,3,FALSE,0,1,0,0,8.743
015,SH,56,H30LAll,H30LAll_50,All,50,30,8.8,15.5141,TRUE,3,FALSE,0,1,0,0,8.743
015,SH,13,H30LAll,H30LAll_50,All,50,30,1.675,11.6522,FALSE,7,FALSE,0,0,0,0,0.019978
015,SH,13,H30LAll,H30LAll_50,All,50,30,5.425,10.4127,TRUE,7,FALSE,0,0,0,0,0.019978
015,SH,13,H30LAll,H30LAll_50,All,50,30,6.925,10.2868,TRUE,7,FALSE,0,0,0,0,0.019978
015,SH,13,H30LAll,H30LAll_50,All,50,30,7.3,8.169,TRUE,7,FALSE,0,0,0,0,0.019978
015,SH,13,H30LAll,H30LAll_50,All,50,30,7.675,4.9403,TRUE,7,FALSE,0,0,0,0,0.019978
015,SH,13,H30LAll,H30LAll_50,All,50,30,8.05,1.4581,TRUE,7,FALSE,0,0,0,0,0.019978
015,SH,13,H30LAll,H30LAll_50,All,50,30,8.425,12.3413,TRUE,7,FALSE,0,0,0,0,0.019978
015,SH,13,H30LAll,H30LAll_50,All,50,30,9.55,10.4695,TRUE,7,FALSE,0,0,0,0,0.019978
015,SH,25,H50LAll,H50LAll_All,All,All,50,2.05,10.7092,FALSE,5,FALSE,0,3,0,0,6.3237
015,SH,25,H50LAll,H50LAll_All,All,All,50,3.175,11.4563,FALSE,5,FALSE,0,3,0,0,6.3237
015,SH,25,H50LAll,H50LAll_All,All,All,50,3.925,3.4555,FALSE,5,FALSE,0,3,0,0,6.3237
015,SH,25,H50LAll,H50LAll_All,All,All,50,4.675,12.8765,TRUE,5,FALSE,0,3,0,0,6.3237
015,SH,25,H50LAll,H50LAll_All,All,All,50,6.55,10.4442,TRUE,5,FALSE,0,3,0,0,6.3237
015,SH,25,H50LAll,H50LAll_All,All,All,50,7.3,6.3909,TRUE,5,FALSE,0,3,0,0,6.3237
015,SH,25,H50LAll,H50LAll_All,All,All,50,8.05,7.4754,TRUE,5,TRUE,3,3,1,611.9,6.3237
015,SH,25,H50LAll,H50LAll_All,All,All,50,9.925,4.3675,TRUE,5,FALSE,0,3,0,0,6.3237
015,SH,199,H50LAll,H50LAll_All,All,All,50,2.425,8.6735,FALSE,5,FALSE,0,0,0,0,4.9162
015,SH,199,H50LAll,H50LAll_All,All,All,50,3.55,11.4789,FALSE,5,FALSE,0,0,0,0,4.9162
015,SH,199,H50LAll,H50LAll_All,All,All,50,5.05,11.7099,FALSE,5,FALSE,0,0,0,0,4.9162
015,SH,199,H50LAll,H50LAll_All,All,All,50,5.425,6.3209,TRUE,5,FALSE,0,0,0,0,4.9162
015,SH,199,H50LAll,H50LAll_All,All,All,50,5.8,12.4564,TRUE,5,FALSE,0,0,0,0,4.9162
015,SH,199,H50LAll,H50LAll_All,All,All,50,6.175,4.9563,TRUE,5,FALSE,0,0,0,0,4.9162
015,SH,199,H50LAll,H50LAll_All,All,All,50,7.675,8.4268,TRUE,5,FALSE,0,0,0,0,4.9162
015,SH,199,H50LAll,H50LAll_All,All,All,50,8.8,8.0954,TRUE,5,FALSE,0,0,0,0,4.9162
015,SH,53,H50LAll,H50LAll_50,All,50,50,1.3,7.0777,FALSE,4,FALSE,0,3,0,0,6.765
015,SH,53,H50LAll,H50LAll_50,All,50,50,1.675,8.1849,FALSE,4,FALSE,0,3,0,0,6.765
015,SH,53,H50LAll,H50LAll_50,All,50,50,2.8,11.7429,FALSE,4,TRUE,2,3,2,388,6.765
015,SH,53,H50LAll,H50LAll_50,All,50,50,4.3,3.7667,FALSE,4,TRUE,1,3,1,463.9,6.765
015,SH,53,H50LAll,H50LAll_50,All,50,50,6.925,4.0403,TRUE,4,FALSE,0,3,0,0,6.765
015,SH,53,H50LAll,H50LAll_50,All,50,50,8.425,9.328,TRUE,4,FALSE,0,3,0,0,6.765
015,SH,53,H50LAll,H50LAll_50,All,50,50,9.175,9.1305,TRUE,4,FALSE,0,3,0,0,6.765
015,SH,53,H50LAll,H50LAll_50,All,50,50,9.55,12.1912,TRUE,4,FALSE,0,3,0,0,6.765
015,SH,196,H70LAll,H70LAll_25,All,25,70,1.675,8.5421,FALSE,5,FALSE,0,2,0,0,7.7502
015,SH,196,H70LAll,H70LAll_25,All,25,70,5.05,9.8181,FALSE,5,FALSE,0,2,0,0,7.7502
015,SH,196,H70LAll,H70LAll_25,All,25,70,5.425,4.557,FALSE,5,FALSE,0,2,0,0,7.7502
015,SH,196,H70LAll,H70LAll_25,All,25,70,6.55,6.7426,TRUE,5,FALSE,0,2,0,0,7.7502
015,SH,196,H70LAll,H70LAll_25,All,25,70,6.925,12.9089,TRUE,5,FALSE,0,2,0,0,7.7502
015,SH,196,H70LAll,H70LAll_25,All,25,70,7.3,3.4509,TRUE,5,TRUE,2,2,1,459.9,7.7502
015,SH,196,H70LAll,H70LAll_25,All,25,70,7.675,12.284,TRUE,5,FALSE,0,2,0,0,7.7502
015,SH,196,H70LAll,H70LAll_25,All,25,70,8.05,2.6289,TRUE,5,FALSE,0,2,0,0,7.7502
015,SH,76,H70LAll,H70LAll_75,All,75,70,1.3,9.8937,FALSE,4,TRUE,1,5,2,167.9,8.9686
015,SH,76,H70LAll,H70LAll_75,All,75,70,3.175,7.9414,FALSE,4,TRUE,2,5,1,463.9,8.9686
015,SH,76,H70LAll,H70LAll_75,All,75,70,3.55,9.2441,FALSE,4,FALSE,0,5,0,0,8.9686
015,SH,76,H70LAll,H70LAll_75,All,75,70,3.925,10.7206,FALSE,4,FALSE,0,5,0,0,8.9686
015,SH,76,H70LAll,H70LAll_75,All,75,70,4.3,14.056,TRUE,4,TRUE,1,5,4,316,8.9686
015,SH,76,H70LAll,H70LAll_75,All,75,70,5.8,12.8018,TRUE,4,TRUE,1,5,3,92,8.9686
015,SH,76,H70LAll,H70LAll_75,All,75,70,6.175,8.2391,TRUE,4,FALSE,0,5,0,0,8.9686
015,SH,76,H70LAll,H70LAll_75,All,75,70,8.8,13.4596,TRUE,4,FALSE,0,5,0,0,8.9686
015,SH,24,H70LAll,H70LAll_75,All,75,70,2.05,10.9168,FALSE,5,FALSE,0,0,0,0,7.3028
015,SH,24,H70LAll,H70LAll_75,All,75,70,2.425,13.5825,FALSE,5,FALSE,0,0,0,0,7.3028
015,SH,24,H70LAll,H70LAll_75,All,75,70,2.8,7.6878,FALSE,5,FALSE,0,0,0,0,7.3028
015,SH,24,H70LAll,H70LAll_75,All,75,70,4.675,9.3995,TRUE,5,FALSE,0,0,0,0,7.3028
015,SH,24,H70LAll,H70LAll_75,All,75,70,8.425,7.939,TRUE,5,FALSE,0,0,0,0,7.3028
015,SH,24,H70LAll,H70LAll_75,All,75,70,9.175,10.2053,TRUE,5,FALSE,0,0,0,0,7.3028
015,SH,24,H70LAll,H70LAll_75,All,75,70,9.55,9.3267,TRUE,5,FALSE,0,0,0,0,7.3028
015,SH,24,H70LAll,H70LAll_75,All,75,70,9.925,7.8454,TRUE,5,FALSE,0,0,0,0,7.3028
015,SH,136,H90LAll,H90LAll_25,All,25,90,3.175,0.80425,FALSE,5,FALSE,0,0,0,0,6.4495
015,SH,136,H90LAll,H90LAll_25,All,25,90,3.925,15.3047,FALSE,5,FALSE,0,0,0,0,6.4495
015,SH,136,H90LAll,H90LAll_25,All,25,90,5.05,6.232,FALSE,5,FALSE,0,0,0,0,6.4495
015,SH,136,H90LAll,H90LAll_25,All,25,90,6.175,11.5379,TRUE,5,FALSE,0,0,0,0,6.4495
015,SH,136,H90LAll,H90LAll_25,All,25,90,6.925,11.0435,TRUE,5,FALSE,0,0,0,0,6.4495
015,SH,136,H90LAll,H90LAll_25,All,25,90,8.425,6.7425,TRUE,5,FALSE,0,0,0,0,6.4495
015,SH,136,H90LAll,H90LAll_25,All,25,90,9.55,11.2632,TRUE,5,FALSE,0,0,0,0,6.4495
015,SH,136,H90LAll,H90LAll_25,All,25,90,9.925,10.2742,TRUE,5,FALSE,0,0,0,0,6.4495
015,SH,47,H90LAll,H90LAll_75,All,75,90,1.675,15.0967,FALSE,3,FALSE,0,1,0,0,6.4249
015,SH,47,H90LAll,H90LAll_75,All,75,90,2.05,5.3441,FALSE,3,TRUE,1,1,1,52,6.4249
015,SH,47,H90LAll,H90LAll_75,All,75,90,2.425,5.6713,FALSE,3,FALSE,0,1,0,0,6.4249
015,SH,47,H90LAll,H90LAll_75,All,75,90,2.8,11.4394,FALSE,3,FALSE,0,1,0,0,6.4249
015,SH,47,H90LAll,H90LAll_75,All,75,90,4.3,9.4195,FALSE,3,FALSE,0,1,0,0,6.4249
015,SH,47,H90LAll,H90LAll_75,All,75,90,5.425,12.1848,TRUE,3,FALSE,0,1,0,0,6.4249
015,SH,47,H90LAll,H90LAll_75,All,75,90,7.3,13.552,TRUE,3,FALSE,0,1,0,0,6.4249
015,SH,47,H90LAll,H90LAll_75,All,75,90,7.675,7.5776,TRUE,3,FALSE,0,1,0,0,6.4249
015,SH,43,H90LAll,H90LAll_25,All,25,90,1.3,13.0138,FALSE,5,FALSE,0,1,0,0,10.1428
015,SH,43,H90LAll,H90LAll_25,All,25,90,3.55,12.6552,FALSE,5,FALSE,0,1,0,0,10.1428
015,SH,43,H90LAll,H90LAll_25,All,25,90,4.675,7.984,FALSE,5,FALSE,0,1,0,0,10.1428
015,SH,43,H90LAll,H90LAll_25,All,25,90,5.8,7.5465,TRUE,5,FALSE,0,1,0,0,10.1428
015,SH,43,H90LAll,H90LAll_25,All,25,90,6.55,8.9105,TRUE,5,TRUE,1,1,1,56,10.1428
015,SH,43,H90LAll,H90LAll_25,All,25,90,8.05,15.6635,TRUE,5,FALSE,0,1,0,0,10.1428
015,SH,43,H90LAll,H90LAll_25,All,25,90,8.8,12.6793,TRUE,5,FALSE,0,1,0,0,10.1428
015,SH,43,H90LAll,H90LAll_25,All,25,90,9.175,11.2007,TRUE,5,FALSE,0,1,0,0,10.1428
015,SH,20,H110LAll,H110LAll_50,All,50,110,1.675,11.8369,FALSE,5,TRUE,1,2,1,60,9.4901
015,SH,20,H110LAll,H110LAll_50,All,50,110,3.55,13.3963,FALSE,5,TRUE,1,2,2,71.9,9.4901
015,SH,20,H110LAll,H110LAll_50,All,50,110,4.675,9.5129,FALSE,5,FALSE,0,2,0,0,9.4901
015,SH,20,H110LAll,H110LAll_50,All,50,110,6.175,11.0889,TRUE,5,FALSE,0,2,0,0,9.4901
015,SH,20,H110LAll,H110LAll_50,All,50,110,7.3,13.0822,TRUE,5,FALSE,0,2,0,0,9.4901
015,SH,20,H110LAll,H110LAll_50,All,50,110,8.05,5.7758,TRUE,5,FALSE,0,2,0,0,9.4901
015,SH,20,H110LAll,H110LAll_50,All,50,110,9.55,7.1155,TRUE,5,FALSE,0,2,0,0,9.4901
015,SH,20,H110LAll,H110LAll_50,All,50,110,9.925,11.4672,TRUE,5,FALSE,0,2,0,0,9.4901
015,SH,57,H110LAll,H110LAll_All,All,All,110,1.3,8.4886,FALSE,5,FALSE,0,0,0,0,7.1293
015,SH,57,H110LAll,H110LAll_All,All,All,110,3.175,7.1212,FALSE,5,FALSE,0,0,0,0,7.1293
015,SH,57,H110LAll,H110LAll_All,All,All,110,4.3,11.8815,FALSE,5,FALSE,0,0,0,0,7.1293
015,SH,57,H110LAll,H110LAll_All,All,All,110,5.425,13.4817,TRUE,5,FALSE,0,0,0,0,7.1293
015,SH,57,H110LAll,H110LAll_All,All,All,110,5.8,0.3899,TRUE,5,FALSE,0,0,0,0,7.1293
015,SH,57,H110LAll,H110LAll_All,All,All,110,6.55,8.5112,TRUE,5,FALSE,0,0,0,0,7.1293
015,SH,57,H110LAll,H110LAll_All,All,All,110,8.8,11.7207,TRUE,5,FALSE,0,0,0,0,7.1293
015,SH,57,H110LAll,H110LAll_All,All,All,110,9.175,9.5357,TRUE,5,FALSE,0,0,0,0,7.1293
015,SH,54,H110LAll,H110LAll_All,All,All,110,2.05,7.5787,FALSE,3,FALSE,0,4,0,0,10.158
015,SH,54,H110LAll,H110LAll_All,All,All,110,2.425,12.1686,FALSE,3,FALSE,0,4,0,0,10.158
015,SH,54,H110LAll,H110LAll_All,All,All,110,2.8,6.6055,FALSE,3,TRUE,4,4,1,404,10.158
015,SH,54,H110LAll,H110LAll_All,All,All,110,3.925,9.1471,FALSE,3,FALSE,0,4,0,0,10.158
015,SH,54,H110LAll,H110LAll_All,All,All,110,5.05,6.2944,FALSE,3,FALSE,0,4,0,0,10.158
015,SH,54,H110LAll,H110LAll_All,All,All,110,6.925,5.0473,TRUE,3,FALSE,0,4,0,0,10.158
015,SH,54,H110LAll,H110LAll_All,All,All,110,7.675,13.6016,TRUE,3,FALSE,0,4,0,0,10.158
015,SH,54,H110LAll,H110LAll_All,All,All,110,8.425,8.3262,TRUE,3,FALSE,0,4,0,0,10.158
015,SH,66,H130LAll,H130LAll_50,All,50,130,1.3,5.6554,FALSE,3,FALSE,0,3,0,0,11.235
015,SH,66,H130LAll,H130LAll_50,All,50,130,2.05,9.0384,FALSE,3,FALSE,0,3,0,0,11.235
015,SH,66,H130LAll,H130LAll_50,All,50,130,3.925,12.2138,FALSE,3,TRUE,3,3,1,439.9,11.235
015,SH,66,H130LAll,H130LAll_50,All,50,130,4.675,13.5306,FALSE,3,FALSE,0,3,0,0,11.235
015,SH,66,H130LAll,H130LAll_50,All,50,130,5.425,13.8857,FALSE,3,FALSE,0,3,0,0,11.235
015,SH,66,H130LAll,H130LAll_50,All,50,130,6.175,9.9269,TRUE,3,FALSE,0,3,0,0,11.235
015,SH,66,H130LAll,H130LAll_50,All,50,130,6.925,9.3008,TRUE,3,FALSE,0,3,0,0,11.235
015,SH,66,H130LAll,H130LAll_50,All,50,130,9.175,8.2369,TRUE,3,FALSE,0,3,0,0,11.235
015,SH,132,H130LAll,H130LAll_50,All,50,130,1.675,5.9892,FALSE,4,FALSE,0,1,0,0,6.4534
015,SH,132,H130LAll,H130LAll_50,All,50,130,2.425,7.3255,FALSE,4,FALSE,0,1,0,0,6.4534
015,SH,132,H130LAll,H130LAll_50,All,50,130,3.175,9.9405,FALSE,4,FALSE,0,1,0,0,6.4534
015,SH,132,H130LAll,H130LAll_50,All,50,130,3.55,11.6606,FALSE,4,TRUE,1,1,1,88,6.4534
015,SH,132,H130LAll,H130LAll_50,All,50,130,7.3,6.3606,TRUE,4,FALSE,0,1,0,0,6.4534
015,SH,132,H130LAll,H130LAll_50,All,50,130,8.425,7.8984,TRUE,4,FALSE,0,1,0,0,6.4534
015,SH,132,H130LAll,H130LAll_50,All,50,130,8.8,2.2671,TRUE,4,FALSE,0,1,0,0,6.4534
015,SH,132,H130LAll,H130LAll_50,All,50,130,9.55,12.6327,TRUE,4,FALSE,0,1,0,0,6.4534
015,SH,91,H130LAll,H130LAll_50,All,50,130,2.8,12.4757,FALSE,3,FALSE,0,3,0,0,6.2547
015,SH,91,H130LAll,H130LAll_50,All,50,130,4.3,8.7218,FALSE,3,FALSE,0,3,0,0,6.2547
015,SH,91,H130LAll,H130LAll_50,All,50,130,5.05,8.3571,FALSE,3,FALSE,0,3,0,0,6.2547
015,SH,91,H130LAll,H130LAll_50,All,50,130,5.8,10.9162,FALSE,3,TRUE,3,3,1,496,6.2547
015,SH,91,H130LAll,H130LAll_50,All,50,130,6.55,11.2854,FALSE,3,FALSE,0,3,0,0,6.2547
015,SH,91,H130LAll,H130LAll_50,All,50,130,7.675,8.1889,TRUE,3,FALSE,0,3,0,0,6.2547
015,SH,91,H130LAll,H130LAll_50,All,50,130,8.05,8.3038,TRUE,3,FALSE,0,3,0,0,6.2547
015,SH,91,H130LAll,H130LAll_50,All,50,130,9.925,13.943,TRUE,3,FALSE,0,3,0,0,6.2547
015,SH,118,H150LAll,H150LAll_25,All,25,150,3.925,8.8662,FALSE,6,TRUE,1,1,1,64,6.2158
015,SH,118,H150LAll,H150LAll_25,All,25,150,4.3,5.4112,FALSE,6,FALSE,0,1,0,0,6.2158
015,SH,118,H150LAll,H150LAll_25,All,25,150,4.675,11.1348,TRUE,6,FALSE,0,1,0,0,6.2158
015,SH,118,H150LAll,H150LAll_25,All,25,150,5.425,11.678,TRUE,6,FALSE,0,1,0,0,6.2158
015,SH,118,H150LAll,H150LAll_25,All,25,150,6.175,13.5914,TRUE,6,FALSE,0,1,0,0,6.2158
015,SH,118,H150LAll,H150LAll_25,All,25,150,7.3,11.0226,TRUE,6,FALSE,0,1,0,0,6.2158
015,SH,118,H150LAll,H150LAll_25,All,25,150,8.05,12.0036,TRUE,6,FALSE,0,1,0,0,6.2158
015,SH,118,H150LAll,H150LAll_25,All,25,150,9.175,8.901,TRUE,6,FALSE,0,1,0,0,6.2158
015,SH,103,H150LAll,H150LAll_75,All,75,150,1.3,17.1755,FALSE,2,TRUE,1,10,4,64,25.7762
015,SH,103,H150LAll,H150LAll_75,All,75,150,1.675,10.7101,FALSE,2,FALSE,0,10,0,0,25.7762
015,SH,103,H150LAll,H150LAll_75,All,75,150,2.05,9.7868,FALSE,2,FALSE,0,10,0,0,25.7762
015,SH,103,H150LAll,H150LAll_75,All,75,150,2.425,9.8553,FALSE,2,FALSE,0,10,0,0,25.7762
015,SH,103,H150LAll,H150LAll_75,All,75,150,2.8,6.6496,FALSE,2,TRUE,2,10,2,643.8,25.7762
015,SH,103,H150LAll,H150LAll_75,All,75,150,3.175,4.8261,FALSE,2,TRUE,6,10,1,631.9,25.7762
015,SH,103,H150LAll,H150LAll_75,All,75,150,3.55,8.3912,TRUE,2,TRUE,1,10,3,92,25.7762
015,SH,103,H150LAll,H150LAll_75,All,75,150,7.675,8.162,TRUE,2,FALSE,0,10,0,0,25.7762
015,SH,9,H150LAll,H150LAll_50,All,50,150,5.05,11.6007,TRUE,8,FALSE,0,1,0,0,8.5806
015,SH,9,H150LAll,H150LAll_50,All,50,150,5.8,13.1337,TRUE,8,FALSE,0,1,0,0,8.5806
015,SH,9,H150LAll,H150LAll_50,All,50,150,6.55,8.7127,TRUE,8,FALSE,0,1,0,0,8.5806
015,SH,9,H150LAll,H150LAll_50,All,50,150,6.925,12.3427,TRUE,8,FALSE,0,1,0,0,8.5806
015,SH,9,H150LAll,H150LAll_50,All,50,150,8.425,6.4564,TRUE,8,TRUE,1,1,1,359.9,8.5806
015,SH,9,H150LAll,H150LAll_50,All,50,150,8.8,11.4345,TRUE,8,FALSE,0,1,0,0,8.5806
015,SH,9,H150LAll,H150LAll_50,All,50,150,9.55,6.1492,TRUE,8,FALSE,0,1,0,0,8.5806
015,SH,9,H150LAll,H150LAll_50,All,50,150,9.925,4.8288,TRUE,8,FALSE,0,1,0,0,8.5806
015,SH,209,H170LAll,H170LAll_All,All,All,170,2.8,5.5202,FALSE,4,FALSE,0,3,0,0,4.653
015,SH,209,H170LAll,H170LAll_All,All,All,170,3.175,14.0824,FALSE,4,FALSE,0,3,0,0,4.653
015,SH,209,H170LAll,H170LAll_All,All,All,170,4.3,8.3104,FALSE,4,FALSE,0,3,0,0,4.653
015,SH,209,H170LAll,H170LAll_All,All,All,170,5.8,6.3933,FALSE,4,FALSE,0,3,0,0,4.653
015,SH,209,H170LAll,H170LAll_All,All,All,170,7.3,10.8587,TRUE,4,TRUE,1,3,3,108,4.653
015,SH,209,H170LAll,H170LAll_All,All,All,170,7.675,9.3938,TRUE,4,TRUE,1,3,1,315.9,4.653
015,SH,209,H170LAll,H170LAll_All,All,All,170,8.05,8.249,TRUE,4,FALSE,0,3,0,0,4.653
015,SH,209,H170LAll,H170LAll_All,All,All,170,8.8,12.6489,TRUE,4,TRUE,1,3,2,168,4.653
015,SH,79,H170LAll,H170LAll_75,All,75,170,1.675,6.8297,FALSE,4,TRUE,1,3,1,72,5.2423
015,SH,79,H170LAll,H170LAll_75,All,75,170,2.05,6.6886,FALSE,4,FALSE,0,3,0,0,5.2423
015,SH,79,H170LAll,H170LAll_75,All,75,170,2.425,13.8059,FALSE,4,FALSE,0,3,0,0,5.2423
015,SH,79,H170LAll,H170LAll_75,All,75,170,3.55,11.129,FALSE,4,TRUE,1,3,2,216,5.2423
015,SH,79,H170LAll,H170LAll_75,All,75,170,6.925,7.6162,TRUE,4,FALSE,0,3,0,0,5.2423
015,SH,79,H170LAll,H170LAll_75,All,75,170,8.425,10.123,TRUE,4,FALSE,0,3,0,0,5.2423
015,SH,79,H170LAll,H170LAll_75,All,75,170,9.175,5.2529,TRUE,4,FALSE,0,3,0,0,5.2423
015,SH,79,H170LAll,H170LAll_75,All,75,170,9.925,7.2396,TRUE,4,TRUE,1,3,3,91.9,5.2423
015,SH,192,H170LAll,H170LAll_All,All,All,170,1.3,10.3782,FALSE,6,TRUE,1,2,1,132,7.4552
015,SH,192,H170LAll,H170LAll_All,All,All,170,3.925,9.1298,FALSE,6,FALSE,0,2,0,0,7.4552
015,SH,192,H170LAll,H170LAll_All,All,All,170,4.675,9.7485,TRUE,6,FALSE,0,2,0,0,7.4552
015,SH,192,H170LAll,H170LAll_All,All,All,170,5.05,9.6576,TRUE,6,FALSE,0,2,0,0,7.4552
015,SH,192,H170LAll,H170LAll_All,All,All,170,5.425,9.1798,TRUE,6,FALSE,0,2,0,0,7.4552
015,SH,192,H170LAll,H170LAll_All,All,All,170,6.175,0.65338,TRUE,6,TRUE,1,2,2,255.9,7.4552
015,SH,192,H170LAll,H170LAll_All,All,All,170,6.55,4.9758,TRUE,6,FALSE,0,2,0,0,7.4552
015,SH,192,H170LAll,H170LAll_All,All,All,170,9.55,15.2629,TRUE,6,FALSE,0,2,0,0,7.4552
