Participant #,Participant ID,Stimulus squence order,Stimulus type,Stimulus ID,L*,Preceding L*,Hue angle,Patch Chroma value,Eccentricity,Location Angle,Reported,Number of reported,Fixated,Number of fixation per path,Total number of fixations per stimulus,Order of first fixation on the path,Distance between fixation and path,Angle between fixation and path,Dwell time per patch,Total dwell time per stimulus
011,SK,176,H10LAll,H10LAll_All,All,All,10,2.05,8.5524,197.1482,FALSE,4,TRUE,1,23,6,2.7136,21.1613,379.98,4.8878
011,SK,176,H10LAll,H10LAll_All,All,All,10,3.175,6.1547,323.5609,FALSE,4,FALSE,0,23,0,6.6465,9.7226,0,4.8878
011,SK,176,H10LAll,H10LAll_All,All,All,10,3.55,5.4287,347.6816,FALSE,4,TRUE,1,23,2,2.6155,20.556,99.97,4.8878
011,SK,176,H10LAll,H10LAll_All,All,All,10,5.05,13.2204,305.1342,FALSE,4,FALSE,0,23,0,4.2592,129.9462,0,4.8878
011,SK,176,H10LAll,H10LAll_All,All,All,10,6.175,12.053,358.4571,TRUE,4,TRUE,5,23,3,1.7406,94.7079,667.93,4.8878
011,SK,176,H10LAll,H10LAll_All,All,All,10,6.925,2.0213,9.9443,TRUE,4,TRUE,5,23,1,0.88981,306.6071,839.87,4.8878
011,SK,176,H10LAll,H10LAll_All,All,All,10,7.3,9.5724,140.422,TRUE,4,TRUE,6,23,5,0.50197,63.4349,763.9,4.8878
011,SK,176,H10LAll,H10LAll_All,All,All,10,9.175,6.0634,114.6955,TRUE,4,TRUE,5,23,4,0.65941,68.1986,695.87,4.8878
011,SK,175,H10LAll,H10LAll_75,All,75,10,1.3,12.2466,276.5064,FALSE,4,FALSE,0,11,0,4.6927,212.9299,0,5.7694
011,SK,175,H10LAll,H10LAll_75,All,75,10,1.675,6.4725,249.0856,FALSE,4,FALSE,0,11,0,5.4473,11.0152,0,5.7694
011,SK,175,H10LAll,H10LAll_75,All,75,10,2.8,9.5474,232.8278,FALSE,4,TRUE,1,11,4,2.2578,347.4712,408.01,5.7694
011,SK,175,H10LAll,H10LAll_75,All,75,10,3.925,7.7348,262.8115,FALSE,4,TRUE,1,11,5,2.4521,67.4902,408.01,5.7694
011,SK,175,H10LAll,H10LAll_75,All,75,10,6.55,9.1796,184.5959,TRUE,4,TRUE,2,11,6,1.0862,334.3978,487.89,5.7694
011,SK,175,H10LAll,H10LAll_75,All,75,10,8.05,6.3674,4.8837,TRUE,4,TRUE,3,11,3,1.6536,125.4555,684,5.7694
011,SK,175,H10LAll,H10LAll_75,All,75,10,8.8,12.427,144.0849,TRUE,4,TRUE,1,11,2,2.0271,343.0245,240,5.7694
011,SK,175,H10LAll,H10LAll_75,All,75,10,9.55,4.5665,110.9735,TRUE,4,TRUE,3,11,1,0.3899,47.1211,651.82,5.7694
011,SK,89,H10LAll,H10LAll_75,All,75,10,2.425,9.9203,214.8209,FALSE,6,FALSE,0,17,0,3.654,81.3268,0,6.4157
011,SK,89,H10LAll,H10LAll_75,All,75,10,4.3,13.9525,323.4187,FALSE,6,TRUE,1,17,7,3.3184,184.9392,215.88,6.4157
011,SK,89,H10LAll,H10LAll_75,All,75,10,4.675,11.881,356.7742,TRUE,6,TRUE,1,17,3,1.3342,173.8534,220.03,6.4157
011,SK,89,H10LAll,H10LAll_75,All,75,10,5.425,7.8857,150.0066,TRUE,6,TRUE,1,17,4,1.9913,294.201,356.01,6.4157
011,SK,89,H10LAll,H10LAll_75,All,75,10,5.8,9.9074,96.3893,TRUE,6,TRUE,4,17,5,2.1829,193.5166,971.9,6.4157
011,SK,89,H10LAll,H10LAll_75,All,75,10,7.675,11.7585,112.6562,TRUE,6,TRUE,3,17,6,1.1677,354.9869,423.86,6.4157
011,SK,89,H10LAll,H10LAll_75,All,75,10,8.425,12.6936,127.6912,TRUE,6,TRUE,2,17,2,1.6611,296.2502,463.76,6.4157
011,SK,89,H10LAll,H10LAll_75,All,75,10,9.925,7.294,73.4327,TRUE,6,TRUE,5,17,1,0.40406,45,755.95,6.4157
011,SK,193,H30LAll,H30LAll_All,All,All,30,1.3,6.0807,313.2084,FALSE,3,FALSE,0,4,0,4.7494,61.2324,0,5.6319
011,SK,193,H30LAll,H30LAll_All,All,All,30,2.05,15.4899,244.9831,FALSE,3,FALSE,0,4,0,8.5691,119.0679,0,5.6319
011,SK,193,H30LAll,H30LAll_All,All,All,30,2.425,11.7373,162.6749,FALSE,3,FALSE,0,4,0,6.6131,73.6903,0,5.6319
011,SK,193,H30LAll,H30LAll_All,All,All,30,3.175,13.4187,40.1951,FALSE,3,FALSE,0,4,0,6.2534,27.8195,0,5.6319
011,SK,193,H30LAll,H30LAll_All,All,All,30,3.925,9.6629,62.7569,FALSE,3,TRUE,1,4,3,2.9005,2.4195,139.87,5.6319
011,SK,193,H30LAll,H30LAll_All,All,All,30,4.3,4.9962,49.5027,TRUE,3,FALSE,0,4,0,2.4748,291.275,0,5.6319
011,SK,193,H30LAll,H30LAll_All,All,All,30,8.8,15.2319,105.9454,TRUE,3,TRUE,1,4,2,1.0296,50.6307,188.02,5.6319
011,SK,193,H30LAll,H30LAll_All,All,All,30,9.55,7.7127,126.6434,TRUE,3,TRUE,2,4,1,0.5514,308.991,496.01,5.6319
011,SK,56,H30LAll,H30LAll_50,All,50,30,2.8,13.2551,237.4074,FALSE,6,FALSE,0,16,0,6.5888,284.8971,0,6.0389
011,SK,56,H30LAll,H30LAll_50,All,50,30,3.55,5.9183,343.267,FALSE,6,FALSE,0,16,0,3.6125,270.6474,0,6.0389
011,SK,56,H30LAll,H30LAll_50,All,50,30,4.675,10.2369,355.2528,TRUE,6,TRUE,3,16,3,0.9851,320.0425,987.68,6.0389
011,SK,56,H30LAll,H30LAll_50,All,50,30,5.425,7.3625,9.8706,TRUE,6,TRUE,7,16,2,1.7683,288.8532,2311.54,6.0389
011,SK,56,H30LAll,H30LAll_50,All,50,30,6.55,10.3574,165.2157,TRUE,6,TRUE,2,16,5,1.1113,224.2559,195.97,6.0389
011,SK,56,H30LAll,H30LAll_50,All,50,30,7.3,11.6052,136.5724,TRUE,6,TRUE,1,16,4,2.327,318.1995,248.01,6.0389
011,SK,56,H30LAll,H30LAll_50,All,50,30,7.675,16.1979,43.3663,TRUE,6,FALSE,0,16,0,3.2747,280.0493,0,6.0389
011,SK,56,H30LAll,H30LAll_50,All,50,30,8.05,10.3431,98.0874,TRUE,6,TRUE,3,16,1,1.5169,289.6538,515.9,6.0389
011,SK,13,H30LAll,H30LAll_50,All,50,30,1.675,12.605,318.256,FALSE,6,FALSE,0,18,0,3.1419,298.7293,0,5.499
011,SK,13,H30LAll,H30LAll_50,All,50,30,5.05,5.4768,207.5199,FALSE,6,TRUE,4,18,6,1.8174,282.3194,751.81,5.499
011,SK,13,H30LAll,H30LAll_50,All,50,30,5.8,14.2779,353.7725,TRUE,6,TRUE,2,18,4,1.8777,180.6228,447.76,5.499
011,SK,13,H30LAll,H30LAll_50,All,50,30,6.175,11.4332,166.3623,TRUE,6,TRUE,1,18,3,2.4521,247.4902,256.01,5.499
011,SK,13,H30LAll,H30LAll_50,All,50,30,6.925,6.4051,11.8831,TRUE,6,TRUE,6,18,5,1.2248,280.561,1639.69,5.499
011,SK,13,H30LAll,H30LAll_50,All,50,30,8.425,13.019,31.1561,TRUE,6,FALSE,0,18,0,3.9225,338.6414,0,5.499
011,SK,13,H30LAll,H30LAll_50,All,50,30,9.175,14.595,131.001,TRUE,6,TRUE,3,18,2,2.9366,263.6158,359.88,5.499
011,SK,13,H30LAll,H30LAll_50,All,50,30,9.925,10.8029,103.2302,TRUE,6,TRUE,2,18,1,0.94958,118.2174,383.89,5.499
011,SK,25,H50LAll,H50LAll_All,All,All,50,1.675,12.5709,335.1635,FALSE,3,FALSE,0,12,0,5.222,284.2535,0,4.3436
011,SK,25,H50LAll,H50LAll_All,All,All,50,2.05,1.6338,197.2184,FALSE,3,TRUE,1,12,1,2.9038,266.3734,207.92,4.3436
011,SK,25,H50LAll,H50LAll_All,All,All,50,2.425,10.4442,189.8611,FALSE,3,TRUE,1,12,5,1.5841,218.1987,427.88,4.3436
011,SK,25,H50LAll,H50LAll_All,All,All,50,4.3,10.6057,311.4552,FALSE,3,TRUE,1,12,3,2.8995,202.775,140.04,4.3436
011,SK,25,H50LAll,H50LAll_All,All,All,50,5.05,6.6565,12.66,FALSE,3,TRUE,1,12,6,2.6428,222.8094,147.87,4.3436
011,SK,25,H50LAll,H50LAll_All,All,All,50,6.55,7.8044,127.3493,TRUE,3,TRUE,2,12,4,1.7317,278.1301,827.89,4.3436
011,SK,25,H50LAll,H50LAll_All,All,All,50,7.675,6.6875,139.9937,TRUE,3,TRUE,4,12,2,1.2751,230.1944,803.92,4.3436
011,SK,25,H50LAll,H50LAll_All,All,All,50,9.55,13.9324,29.8698,TRUE,3,TRUE,2,12,7,1.4088,321.4698,384.06,4.3436
011,SK,199,H50LAll,H50LAll_All,All,All,50,3.55,14.175,300.237,FALSE,7,TRUE,2,10,6,2.9163,276.4287,503.96,7.233
011,SK,199,H50LAll,H50LAll_All,All,All,50,5.425,12.8669,327.2251,TRUE,7,TRUE,2,10,3,1.1271,301.6755,699.89,7.233
011,SK,199,H50LAll,H50LAll_All,All,All,50,5.8,6.65,218.5998,TRUE,7,FALSE,0,10,0,4.5325,338.0549,0,7.233
011,SK,199,H50LAll,H50LAll_All,All,All,50,6.175,12.1688,268.7054,TRUE,7,TRUE,1,10,4,1.3988,66.8014,343.88,7.233
011,SK,199,H50LAll,H50LAll_All,All,All,50,6.925,10.7256,158.3388,TRUE,7,TRUE,2,10,2,2.3619,192.4751,519.91,7.233
011,SK,199,H50LAll,H50LAll_All,All,All,50,7.3,7.2263,97.583,TRUE,7,FALSE,0,10,0,4.8399,122.953,0,7.233
011,SK,199,H50LAll,H50LAll_All,All,All,50,8.425,6.1924,133.5352,TRUE,7,TRUE,1,10,1,2.1234,103.9027,192,7.233
011,SK,199,H50LAll,H50LAll_All,All,All,50,9.175,12.9684,119.4518,TRUE,7,TRUE,2,10,5,1.7619,108.2251,479.89,7.233
011,SK,53,H50LAll,H50LAll_50,All,50,50,1.3,12.8039,263.106,FALSE,4,FALSE,0,13,0,4.137,241.4121,0,4.145
011,SK,53,H50LAll,H50LAll_50,All,50,50,2.8,12.1832,340.6109,FALSE,4,FALSE,0,13,0,3.4495,1.017,0,4.145
011,SK,53,H50LAll,H50LAll_50,All,50,50,3.175,12.2335,351.2319,FALSE,4,FALSE,0,13,0,5.4653,96.6473,0,4.145
011,SK,53,H50LAll,H50LAll_50,All,50,50,3.925,8.161,21.9117,FALSE,4,TRUE,1,13,3,2.6669,294.4077,243.87,4.145
011,SK,53,H50LAll,H50LAll_50,All,50,50,4.675,6.6479,157.1132,TRUE,4,TRUE,1,13,5,2.4375,295.2777,379.87,4.145
011,SK,53,H50LAll,H50LAll_50,All,50,50,8.05,12.4539,114.6769,TRUE,4,TRUE,3,13,4,0.96976,8.4711,615.89,4.145
011,SK,53,H50LAll,H50LAll_50,All,50,50,8.8,7.875,135.332,TRUE,4,TRUE,5,13,2,0.92086,77.1957,1163.87,4.145
011,SK,53,H50LAll,H50LAll_50,All,50,50,9.925,8.9137,73.9233,TRUE,4,TRUE,3,13,1,1.0569,259.992,588.11,4.145
011,SK,196,H70LAll,H70LAll_25,All,25,70,2.05,16.3661,247.4268,FALSE,4,FALSE,0,16,0,6.4705,271.0843,0,6.1436
011,SK,196,H70LAll,H70LAll_25,All,25,70,2.425,4.1767,235.7597,FALSE,4,FALSE,0,16,0,4.5187,226.647,0,6.1436
011,SK,196,H70LAll,H70LAll_25,All,25,70,3.925,2.7914,315.8084,FALSE,4,TRUE,1,16,1,1.319,81.9953,339.88,6.1436
011,SK,196,H70LAll,H70LAll_25,All,25,70,4.675,11.2879,262.7014,FALSE,4,TRUE,5,16,4,0.37961,216.2538,1251.6,6.1436
011,SK,196,H70LAll,H70LAll_25,All,25,70,6.175,9.0039,1.1395,TRUE,4,TRUE,5,16,5,0.54951,121.3287,1227.68,6.1436
011,SK,196,H70LAll,H70LAll_25,All,25,70,6.55,14.1455,9.2557,TRUE,4,TRUE,3,16,3,2.3501,66.9974,467.78,6.1436
011,SK,196,H70LAll,H70LAll_25,All,25,70,8.8,13.8223,14.5717,TRUE,4,FALSE,0,16,0,5.1161,330.8788,0,6.1436
011,SK,196,H70LAll,H70LAll_25,All,25,70,9.55,13.5039,146.0753,TRUE,4,TRUE,2,16,2,0.78512,242.1027,171.9,6.1436
011,SK,76,H70LAll,H70LAll_75,All,75,70,3.175,9.1108,310.3749,FALSE,5,FALSE,0,10,0,7.7502,205.4179,0,4.2592
011,SK,76,H70LAll,H70LAll_75,All,75,70,3.55,12.7677,217.5373,FALSE,5,FALSE,0,10,0,9.1726,333.72,0,4.2592
011,SK,76,H70LAll,H70LAll_75,All,75,70,5.05,12.8853,251.4778,FALSE,5,FALSE,0,10,0,11.4501,318.4682,0,4.2592
011,SK,76,H70LAll,H70LAll_75,All,75,70,5.425,4.1637,348.4745,TRUE,5,TRUE,3,10,4,1.0506,277.8153,1175.68,4.2592
011,SK,76,H70LAll,H70LAll_75,All,75,70,6.925,14.641,345.8542,TRUE,5,FALSE,0,10,0,4.0111,310.2535,0,4.2592
011,SK,76,H70LAll,H70LAll_75,All,75,70,7.3,5.1774,162.8973,TRUE,5,TRUE,1,10,3,2.8711,284.8265,248.01,4.2592
011,SK,76,H70LAll,H70LAll_75,All,75,70,9.175,3.3015,67.0804,TRUE,5,TRUE,5,10,1,0.34694,331.9275,1247.67,4.2592
011,SK,76,H70LAll,H70LAll_75,All,75,70,9.925,4.24,133.0796,TRUE,5,TRUE,1,10,2,2.1178,237.9946,148,4.2592
011,SK,24,H70LAll,H70LAll_75,All,75,70,1.3,1.5694,261.3249,FALSE,3,TRUE,1,5,1,1.6492,310.9858,216.02,2.7454
011,SK,24,H70LAll,H70LAll_75,All,75,70,1.675,5.3926,322.0013,FALSE,3,FALSE,0,5,0,4.0217,58.4877,0,2.7454
011,SK,24,H70LAll,H70LAll_75,All,75,70,2.8,11.2643,215.9158,FALSE,3,FALSE,0,5,0,4.5308,359.4838,0,2.7454
011,SK,24,H70LAll,H70LAll_75,All,75,70,4.3,8.5966,196.2739,FALSE,3,FALSE,0,5,0,5.2249,147.1169,0,2.7454
011,SK,24,H70LAll,H70LAll_75,All,75,70,5.8,11.6103,12.7712,FALSE,3,FALSE,0,5,0,4.6547,324.6375,0,2.7454
011,SK,24,H70LAll,H70LAll_75,All,75,70,7.675,10.0125,20.7152,TRUE,3,TRUE,1,5,3,3.9012,353.6929,152,2.7454
011,SK,24,H70LAll,H70LAll_75,All,75,70,8.05,10.2686,49.5626,TRUE,3,TRUE,1,5,2,0.39625,145.4915,340,2.7454
011,SK,24,H70LAll,H70LAll_75,All,75,70,8.425,11.6023,95.9275,TRUE,3,TRUE,2,5,4,1.0097,165.9638,364,2.7454
011,SK,136,H90LAll,H90LAll_25,All,25,90,1.3,2.0372,223.9415,FALSE,5,FALSE,0,13,0,3.921,119.6339,0,5.9139
011,SK,136,H90LAll,H90LAll_25,All,25,90,2.425,10.6149,2.0921,FALSE,5,FALSE,0,13,0,6.1532,110.1779,0,5.9139
011,SK,136,H90LAll,H90LAll_25,All,25,90,5.05,12.4992,174.8155,FALSE,5,TRUE,1,13,6,1.3698,123.4533,263.88,5.9139
011,SK,136,H90LAll,H90LAll_25,All,25,90,5.425,4.4724,100.9722,TRUE,5,TRUE,2,13,1,2.0245,232.7836,447.92,5.9139
011,SK,136,H90LAll,H90LAll_25,All,25,90,6.925,15.5544,24.3045,TRUE,5,TRUE,2,13,4,0.83773,304.0772,343.88,5.9139
011,SK,136,H90LAll,H90LAll_25,All,25,90,8.425,11.445,148.861,TRUE,5,TRUE,1,13,5,3.6113,326.7589,180,5.9139
011,SK,136,H90LAll,H90LAll_25,All,25,90,9.175,11.5879,141.9272,TRUE,5,TRUE,2,13,3,0.37241,279.4623,415.94,5.9139
011,SK,136,H90LAll,H90LAll_25,All,25,90,9.925,7.636,70.129,TRUE,5,TRUE,5,13,2,0.32268,71.5651,811.85,5.9139
011,SK,47,H90LAll,H90LAll_75,All,75,90,1.675,3.1777,304.249,FALSE,1,TRUE,1,14,1,2.01,102.9074,263.92,6.3377
011,SK,47,H90LAll,H90LAll_75,All,75,90,2.8,9.9826,321.7244,FALSE,1,TRUE,3,14,5,2.0126,6.4044,703.75,6.3377
011,SK,47,H90LAll,H90LAll_75,All,75,90,3.55,5.5306,209.5168,FALSE,1,FALSE,0,14,0,3.7114,113.3227,0,6.3377
011,SK,47,H90LAll,H90LAll_75,All,75,90,3.925,10.2671,0,FALSE,1,FALSE,0,14,0,6.9642,25.8892,0,6.3377
011,SK,47,H90LAll,H90LAll_75,All,75,90,5.8,12.1501,75.8745,FALSE,1,TRUE,2,14,3,2.2117,355.2364,447.76,6.3377
011,SK,47,H90LAll,H90LAll_75,All,75,90,6.55,10.8114,128.1788,FALSE,1,TRUE,4,14,4,1.2688,334.2593,867.93,6.3377
011,SK,47,H90LAll,H90LAll_75,All,75,90,7.3,12.6498,103.0971,FALSE,1,FALSE,0,14,0,5.075,115.7407,0,6.3377
011,SK,47,H90LAll,H90LAll_75,All,75,90,9.55,11.604,72.1497,TRUE,1,TRUE,4,14,2,1.0132,189.2726,1047.73,6.3377
011,SK,43,H90LAll,H90LAll_25,All,25,90,2.05,7.3895,251.3149,FALSE,3,FALSE,0,10,0,3.9691,136.0416,0,4.5449
011,SK,43,H90LAll,H90LAll_25,All,25,90,3.175,13.6994,333.3586,FALSE,3,TRUE,1,10,4,2.2983,37.7857,143.98,4.5449
011,SK,43,H90LAll,H90LAll_25,All,25,90,4.3,8.8894,329.2547,FALSE,3,TRUE,1,10,3,2.4863,311.6726,227.98,4.5449
011,SK,43,H90LAll,H90LAll_25,All,25,90,4.675,7.1721,71.6837,FALSE,3,FALSE,0,10,0,4.3275,49.3987,0,4.5449
011,SK,43,H90LAll,H90LAll_25,All,25,90,6.175,12.5749,143.9127,FALSE,3,FALSE,0,10,0,9.4246,75.4522,0,4.5449
011,SK,43,H90LAll,H90LAll_25,All,25,90,7.675,11.1099,19.7289,TRUE,3,TRUE,2,10,2,2.0352,276.9112,475.93,4.5449
011,SK,43,H90LAll,H90LAll_25,All,25,90,8.05,11.018,98.3161,TRUE,3,TRUE,3,10,5,0.60265,241.6992,375.98,4.5449
011,SK,43,H90LAll,H90LAll_25,All,25,90,8.8,3.1171,64.6588,TRUE,3,TRUE,3,10,1,1.9678,95.3558,619.8,4.5449
011,SK,20,H110LAll,H110LAll_50,All,50,110,1.675,11.0968,254.3619,FALSE,2,TRUE,1,9,5,2.8014,162.6211,188,2.9825
011,SK,20,H110LAll,H110LAll_50,All,50,110,2.8,6.1426,229.1015,FALSE,2,TRUE,1,9,3,3.1753,72.0309,236,2.9825
011,SK,20,H110LAll,H110LAll_50,All,50,110,4.3,8.3139,279.3236,FALSE,2,FALSE,0,9,0,5.2055,28.5746,0,2.9825
011,SK,20,H110LAll,H110LAll_50,All,50,110,5.425,3.9955,336.8419,FALSE,2,TRUE,2,9,2,0.86102,121.4296,567.95,2.9825
011,SK,20,H110LAll,H110LAll_50,All,50,110,6.175,4.6531,304.4568,FALSE,2,FALSE,0,9,0,4.9052,252.3189,0,2.9825
011,SK,20,H110LAll,H110LAll_50,All,50,110,7.3,11.3647,345.2032,FALSE,2,FALSE,0,9,0,8.2571,320.0131,0,2.9825
011,SK,20,H110LAll,H110LAll_50,All,50,110,8.425,10.9778,165.9638,TRUE,2,TRUE,3,9,4,0.2922,24.7751,647.98,2.9825
011,SK,20,H110LAll,H110LAll_50,All,50,110,9.175,2.2375,23.1602,TRUE,2,TRUE,2,9,1,2.4127,215.7067,567.95,2.9825
011,SK,57,H110LAll,H110LAll_All,All,All,110,2.05,12.2308,242.9606,FALSE,3,TRUE,2,10,5,2.0352,96.9112,467.88,4.3015
011,SK,57,H110LAll,H110LAll_All,All,All,110,2.425,9.9212,352.473,FALSE,3,TRUE,1,10,7,0.60299,246.0375,103.95,4.3015
011,SK,57,H110LAll,H110LAll_All,All,All,110,3.925,7.6592,166.387,FALSE,3,FALSE,0,10,0,5.2657,90.6662,0,4.3015
011,SK,57,H110LAll,H110LAll_All,All,All,110,4.675,8.3155,164.3172,FALSE,3,TRUE,1,10,6,3.392,29.9587,207.88,4.3015
011,SK,57,H110LAll,H110LAll_All,All,All,110,6.55,6.855,17.3295,FALSE,3,TRUE,1,10,3,0.75262,229.3987,379.88,4.3015
011,SK,57,H110LAll,H110LAll_All,All,All,110,7.675,11.3734,141.0767,TRUE,3,TRUE,1,10,2,2.7768,284.0362,295.9,4.3015
011,SK,57,H110LAll,H110LAll_All,All,All,110,8.8,11.4694,92.2906,TRUE,3,TRUE,2,10,1,1.9172,244.7989,296.04,4.3015
011,SK,57,H110LAll,H110LAll_All,All,All,110,9.55,7.3703,55.292,TRUE,3,TRUE,2,10,4,2.8749,321.3402,467.88,4.3015
011,SK,54,H110LAll,H110LAll_All,All,All,110,1.3,5.5708,257.3511,FALSE,3,TRUE,3,18,2,0.36961,96.3402,491.87,4.6398
011,SK,54,H110LAll,H110LAll_All,All,All,110,3.175,7.6448,244.3198,FALSE,3,TRUE,2,18,5,2.5085,140.6122,883.86,4.6398
011,SK,54,H110LAll,H110LAll_All,All,All,110,3.55,12.675,259.5592,FALSE,3,FALSE,0,18,0,3.9629,259.616,0,4.6398
011,SK,54,H110LAll,H110LAll_All,All,All,110,5.05,11.8206,222.1708,FALSE,3,FALSE,0,18,0,3.7603,215.5015,0,4.6398
011,SK,54,H110LAll,H110LAll_All,All,All,110,5.8,9.2345,210.4799,FALSE,3,TRUE,2,18,6,0.72471,302.3474,371.87,4.6398
011,SK,54,H110LAll,H110LAll_All,All,All,110,6.925,9.9405,3.8311,TRUE,3,TRUE,3,18,3,0.91268,296.5651,639.88,4.6398
011,SK,54,H110LAll,H110LAll_All,All,All,110,8.05,4.1441,173.2544,TRUE,3,TRUE,3,18,4,1.9529,325.6457,1047.84,4.6398
011,SK,54,H110LAll,H110LAll_All,All,All,110,9.925,4.5817,70.3038,TRUE,3,TRUE,5,18,1,1.1107,249.5672,1143.87,4.6398
011,SK,66,H130LAll,H130LAll_50,All,50,130,1.3,8.359,257.4863,FALSE,2,FALSE,0,9,0,5.449,217.0845,0,3.3144
011,SK,66,H130LAll,H130LAll_50,All,50,130,3.55,11.569,318.719,FALSE,2,TRUE,2,9,4,3.2403,334.2419,659.89,3.3144
011,SK,66,H130LAll,H130LAll_50,All,50,130,3.925,8.3828,300.2691,FALSE,2,TRUE,1,9,3,2.6604,304.0558,324.01,3.3144
011,SK,66,H130LAll,H130LAll_50,All,50,130,4.3,12.9698,18.5222,FALSE,2,FALSE,0,9,0,3.9771,20.1087,0,3.3144
011,SK,66,H130LAll,H130LAll_50,All,50,130,4.675,6.6399,136.6818,FALSE,2,TRUE,2,9,5,2.4009,144.6888,659.89,3.3144
011,SK,66,H130LAll,H130LAll_50,All,50,130,8.05,13.9166,98.2885,FALSE,2,FALSE,0,9,0,5.8866,176.8202,0,3.3144
011,SK,66,H130LAll,H130LAll_50,All,50,130,8.425,8.3526,127.9118,TRUE,2,TRUE,3,9,1,0.92289,305.0958,503.96,3.3144
011,SK,66,H130LAll,H130LAll_50,All,50,130,9.55,12.7201,73.0762,TRUE,2,TRUE,1,9,2,1.2177,256.4296,192.02,3.3144
011,SK,132,H130LAll,H130LAll_50,All,50,130,1.675,9.8451,289.3716,FALSE,3,TRUE,1,11,4,2.7001,302.9694,331.86,5.2241
011,SK,132,H130LAll,H130LAll_50,All,50,130,2.425,7.6712,230.9761,FALSE,3,FALSE,0,11,0,5.7634,109.0124,0,5.2241
011,SK,132,H130LAll,H130LAll_50,All,50,130,2.8,9.4752,322.75,FALSE,3,FALSE,0,11,0,6.1568,238.4174,0,5.2241
011,SK,132,H130LAll,H130LAll_50,All,50,130,5.8,10.0751,335.4068,FALSE,3,FALSE,0,11,0,9.2079,91.6511,0,5.2241
011,SK,132,H130LAll,H130LAll_50,All,50,130,6.55,5.8355,208.452,FALSE,3,TRUE,1,11,5,1.6514,129.9869,331.86,5.2241
011,SK,132,H130LAll,H130LAll_50,All,50,130,6.925,10.534,161.6213,TRUE,3,TRUE,4,11,1,1.36,64.204,664.05,5.2241
011,SK,132,H130LAll,H130LAll_50,All,50,130,7.675,4.712,132.3044,TRUE,3,TRUE,4,11,2,0.80735,290.7256,747.84,5.2241
011,SK,132,H130LAll,H130LAll_50,All,50,130,9.925,13.1396,110.6375,TRUE,3,TRUE,1,11,3,1.9628,351.0274,287.88,5.2241
011,SK,91,H130LAll,H130LAll_50,All,50,130,2.05,15.1456,305.789,FALSE,3,FALSE,0,12,0,4.228,210.774,0,5.5621
011,SK,91,H130LAll,H130LAll_50,All,50,130,3.175,7.3978,283.9687,FALSE,3,FALSE,0,12,0,3.5531,91.9749,0,5.5621
011,SK,91,H130LAll,H130LAll_50,All,50,130,5.05,12.5268,217.935,FALSE,3,TRUE,2,12,5,0.89144,15.9454,707.99,5.5621
011,SK,91,H130LAll,H130LAll_50,All,50,130,5.425,12.597,227.8393,FALSE,3,FALSE,0,12,0,6.6535,333.5921,0,5.5621
011,SK,91,H130LAll,H130LAll_50,All,50,130,6.175,15.37,255.9303,FALSE,3,TRUE,3,12,4,1.0081,31.7595,915.93,5.5621
011,SK,91,H130LAll,H130LAll_50,All,50,130,7.3,3.1656,182.2168,TRUE,3,TRUE,3,12,1,1.0784,60.5241,843.8,5.5621
011,SK,91,H130LAll,H130LAll_50,All,50,130,8.8,11.1561,12.4259,TRUE,3,TRUE,1,12,3,2.4186,174.6743,164.04,5.5621
011,SK,91,H130LAll,H130LAll_50,All,50,130,9.175,8.4788,81.0546,TRUE,3,TRUE,3,12,2,0.92199,27.6995,311.99,5.5621
011,SK,118,H150LAll,H150LAll_25,All,25,150,1.675,12.1369,272.795,FALSE,3,TRUE,1,15,4,1.6471,326.113,235.99,6.1363
011,SK,118,H150LAll,H150LAll_25,All,25,150,2.05,6.435,266.4692,FALSE,3,FALSE,0,15,0,6.4075,117.2996,0,6.1363
011,SK,118,H150LAll,H150LAll_25,All,25,150,2.425,8.4933,324.1082,FALSE,3,FALSE,0,15,0,8.799,12.4567,0,6.1363
011,SK,118,H150LAll,H150LAll_25,All,25,150,3.55,2.0543,251.6542,FALSE,3,TRUE,2,15,1,0.50528,226.6366,404,6.1363
011,SK,118,H150LAll,H150LAll_25,All,25,150,5.425,9.6101,283.2079,FALSE,3,TRUE,5,15,2,0.85276,201.0375,1223.71,6.1363
011,SK,118,H150LAll,H150LAll_25,All,25,150,6.55,14.5858,194.6973,TRUE,3,TRUE,1,15,5,2.1491,94.357,359.94,6.1363
011,SK,118,H150LAll,H150LAll_25,All,25,150,8.05,4.1497,150.3397,TRUE,3,TRUE,4,15,3,1.4931,100.2348,839.62,6.1363
011,SK,118,H150LAll,H150LAll_25,All,25,150,9.925,12.001,107.9125,TRUE,3,TRUE,2,15,6,0.81326,342.4744,352,6.1363
011,SK,103,H150LAll,H150LAll_75,All,75,150,3.925,8.1003,318.5988,FALSE,7,TRUE,3,24,3,0.60437,168.3106,660,8.8519
011,SK,103,H150LAll,H150LAll_75,All,75,150,4.3,3.2728,238.6224,TRUE,7,TRUE,6,24,1,1.3553,251.5651,1095.77,8.8519
011,SK,103,H150LAll,H150LAll_75,All,75,150,4.675,11.5071,340.3221,TRUE,7,TRUE,2,24,4,2.8678,16.1134,488.02,8.8519
011,SK,103,H150LAll,H150LAll_75,All,75,150,5.8,10.6612,6.946,TRUE,7,TRUE,1,24,8,0.50031,101.7683,475.89,8.8519
